id,base_product_id,name,description,retail_price,pet_type,product_type,age,unit,size,flavour,image_urls,is_active,created_at,updated_at,stock_quantity,thumbnail_url,default_rating,is_featured,label,row_index,brand,wholesale_price
191,187,Pramy Carnivore Chicken in Gravy 70g*12,A wholesome food formulated for cats with chicken (70g) supports daily nutrition.,3.500,"[""cat""]",food,,g,70,chicken,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/191.jpeg,4.5,false,Food,189,Pramy,3.500
192,187,Pramy Carnivore Tuna with Chicken in Gravy 70g*12,A wholesome nutrition made for cats with chicken (70g) helps maintain overall health.,3.500,"[""cat""]",food,,g,70,tuna,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/192.jpeg,3.5,false,Food,190,Pramy,3.500
193,187,Pramy Immunity Chicken Topping Pumpkin & Carrot In Gravy 70g*12,A balanced food formulated for cats with chicken (70g) ideal for everyday feeding.,3.500,"[""cat""]",food,,g,70,chicken,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/193.jpeg,4.5,false,Food,191,Pramy,3.500
194,187,Pramy Muscle Chicken Topping Tuna In Gravy 70g*12,A high-quality food formulated for cats with chicken (70g) ideal for everyday feeding.,3.500,"[""cat""]",food,,g,70,chicken,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/194.jpeg,4.7,false,Food,192,Pramy,3.500
195,187,Pramy Indoor Tuna topping Kanikama In Gravy 70g*12,A balanced meal designed for adult pets with tuna (70g) ideal for everyday feeding.,3.500,"[""cat""]",food,,g,70,tuna,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/195.jpeg,3.8,false,Food,193,Pramy,3.500
196,187,Pramy Bone & Joint Tuna Topping Chicken In Shirasu In Gravy 70g*12,A nutritious nutrition made for cats with chicken (70g) supports daily nutrition.,3.500,"[""cat""]",food,,g,70,chicken,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/196.jpeg,4.4,false,Food,194,Pramy,3.500
197,187,Pramy Beauty Tuna Topping Chicken In Gravy 70g*12,A nutritious food formulated for cats with chicken (70g) supports daily nutrition.,3.500,"[""cat""]",food,,g,70,chicken,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/197.jpeg,3.7,false,Food,195,Pramy,3.500
198,187,Pramy Balance Tuna in Gravy 70g*12,A balanced nutrition made for cats with tuna (70g) helps maintain overall health.,3.500,"[""cat""]",food,,g,70,tuna,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/198.jpeg,4.3,false,Food,196,Pramy,3.500
199,187,Pramy Calming Chicken Topping Salmon In Jelly 70g*12,A nutritious nutrition made for cats with chicken (70g) ideal for everyday feeding.,3.500,"[""cat""]",food,,g,70,chicken,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/199.jpeg,4.4,false,Food,197,Pramy,3.500
200,187,Pramy Omega Plus Chicken Topping Cheese In Jelly 70g*12,A high-quality nutrition made for cats with chicken (70g) helps maintain overall health.,3.500,"[""cat""]",food,,g,70,chicken,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/200.jpeg,4.6,false,Food,198,Pramy,3.500
201,187,Pramy Skin & Coat Tuna Topping Shrimp and Scallop In Jelly 70g*12,A balanced meal designed for cats with tuna (70g) ideal for everyday feeding.,3.500,"[""cat""]",food,,g,70,tuna,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/201.jpeg,3.5,false,Food,199,Pramy,3.500
202,187,Pramy Hairball Tuna Topping Chicken In Jelly 70g*12,A balanced meal designed for adult pets with chicken (70g) helps maintain overall health.,3.500,"[""cat""]",food,,g,70,tuna,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/202.jpeg,4.5,false,Food,200,Pramy,3.500
203,187,Pramy Maintenance Tuna In Jelly 70g*12,A wholesome nutrition made for cats with tuna (70g) supports daily nutrition.,3.500,"[""cat""]",food,,g,70,tuna,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/203.jpeg,4.3,false,Food,201,Pramy,3.500
204,187,Pramy Sterilized Tuna Topping Salmon In Jelly 70g*12,A nutritious nutrition made for adult pets with tuna (70g) ideal for everyday feeding.,3.500,"[""cat""]",food,,g,70,tuna,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/204.jpeg,4.7,false,Food,202,Pramy,3.500
205,205,Bioline Salmon Oil 250ml,A balanced food formulated for cats with salmon (250ml) helps maintain overall health.,4.500,"[""cat"",""dog""]",food,,ml,250,salmon,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/205.jpeg,3.9,false,Food,203,Bioline,3.500
206,206,Beapher Salmon Oil 430ml,A wholesome food formulated for cats with salmon (430ml) helps maintain overall health.,7.000,"[""cat"",""dog""]",food,,ml,430,salmon,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/206.jpeg,4.3,false,Food,204,Beapher,
207,207,Clean + 5L Lavender,A gentle hygiene solution for cats (5liter) keeps pets clean and fresh.,1.500,"[""cat""]",grooming,,liter,5,,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/207.png,4.9,false,Litter,205,Clean +,0.800
208,207,Clean + 5L Lemon,A gentle grooming product for cats (5liter) supports coat and skin care.,1.500,"[""cat""]",grooming,,liter,5,,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/208.jpeg,3.9,false,Litter,206,Clean +,0.800
209,207,Clean + 5L Apple,A gentle grooming product for cats (5liter) keeps pets clean and fresh.,1.500,"[""cat""]",grooming,,liter,5,,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/209.png,3.7,false,Litter,207,Clean +,0.800
210,207,Clean + 5L Coffee,A gentle hygiene solution for cats (5liter) keeps pets clean and fresh.,1.500,"[""cat""]",grooming,,liter,5,,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/210.jpeg,4.3,false,Litter,208,Clean +,0.800
211,207,Clean + 5L Baby Powder,A gentle hygiene solution for cats (5liter) supports coat and skin care.,1.500,"[""cat""]",grooming,,liter,5,,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/211.png,4.9,false,Litter,209,Clean +,0.800
212,207,Clean + 10L Lavender,A reliable hygiene solution for cats (10liter) keeps pets clean and fresh.,2.500,"[""cat""]",grooming,,liter,10,,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/212.jpeg,4.2,false,Litter,210,Clean +,1.600
213,207,Clean + 10L Lemon,A gentle grooming product for cats (10liter) supports coat and skin care.,2.500,"[""cat""]",grooming,,liter,10,,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/213.jpeg,4.8,false,Litter,211,Clean +,1.600
214,207,Clean + 10L Apple,A reliable grooming product for cats (10liter) keeps pets clean and fresh.,2.500,"[""cat""]",grooming,,liter,10,,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/214.jpeg,4.8,false,Litter,212,Clean +,1.600
215,207,Clean + 10L Coffee,A premium hygiene solution for cats (10liter) keeps pets clean and fresh.,2.500,"[""cat""]",grooming,,liter,10,,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/215.jpeg,3.9,false,Litter,213,Clean +,1.600
216,207,Clean + 10L Baby Powder,A reliable hygiene solution for cats (10liter) supports coat and skin care.,2.500,"[""cat""]",grooming,,liter,10,,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/216.jpeg,3.9,false,Litter,214,Clean +,1.600
217,207,Clean + 25L Lavender,A gentle grooming product for cats (25liter) keeps pets clean and fresh.,4.500,"[""cat""]",grooming,,liter,25,,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/217.jpeg,4.7,false,Litter,215,Clean +,3.500
218,207,Clean + 25L Lemon,A gentle hygiene solution for cats (25liter) keeps pets clean and fresh.,4.500,"[""cat""]",grooming,,liter,25,,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/218.jpeg,3.6,false,Litter,216,Clean +,3.500
219,207,Clean + 25L Apple,A reliable grooming product for cats (25liter) supports coat and skin care.,4.500,"[""cat""]",grooming,,liter,25,,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/219.jpeg,4.5,false,Litter,217,Clean +,3.500
220,207,Clean + 25L Coffee,A reliable grooming product for cats (25liter) keeps pets clean and fresh.,4.500,"[""cat""]",grooming,,liter,25,,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/220.png,4.4,false,Litter,218,Clean +,3.500
221,207,Clean + 25L Baby Powder,A gentle grooming product for cats (25liter) supports coat and skin care.,4.500,"[""cat""]",grooming,,liter,25,,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/221.jpeg,4.0,false,Litter,219,Clean +,3.500
222,222,Cat & Kitten 5L Lavender,A gentle grooming product for kittens (5liter) keeps pets clean and fresh.,1.500,"[""cat""]",grooming,kitten,liter,5,,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/222.png,4.3,false,Litter,220,Cat & Kitten,0.800
223,222,Cat & Kitten 5L Apple,A premium hygiene solution for kittens (5liter) supports coat and skin care.,1.500,"[""cat""]",grooming,kitten,liter,5,,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/223.png,4.8,false,Litter,221,Cat & Kitten,0.800
224,224,Tofu Original 2.5kg,A gentle grooming product for cats (2.5kg) keeps pets clean and fresh.,3.000,"[""cat""]",grooming,,kg,2.5,,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/224.png,3.8,false,Litter,222,Tofu,2.000
225,224,Tofu Green Tea 2.5kg,A gentle grooming product for cats (2.5kg) keeps pets clean and fresh.,3.000,"[""cat""]",grooming,,kg,2.5,,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/225.png,4.6,false,Litter,223,Tofu,2.000
226,226,Crystal 5L,A reliable grooming product for cats (5liter) keeps pets clean and fresh.,3.000,"[""cat""]",grooming,,liter,5,,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/226.png,4.6,false,Litter,224,Crystal,2.500
227,227,IdealCat Crystal 12L,A gentle hygiene solution for cats (12liter) keeps pets clean and fresh.,11.000,"[""cat""]",grooming,,liter,12,,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/227.png,4.7,false,Litter,225,IdealCat,8.500
228,228,Bioline Catnip Spray 50ml,A rewarding treat suitable for cats (50ml) perfect for occasional rewards.,1.500,"[""cat""]",treats,,ml,50,,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/228.jpeg,4.5,false,Catnip,226,Bioline,0.900
229,229,Bioline Catnip 20g,A rewarding treat suitable for cats (20g) perfect for occasional rewards.,2.800,"[""cat""]",treats,,g,20,,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/229.jpeg,3.6,false,Catnip,227,Bioline,1.800
230,230,Bioline Pet Mik 220ml,A wholesome meal designed for cats (220ml) helps maintain overall health.,2.000,"[""cat"",""dog""]",food,,ml,220,,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/230.png,4.4,false,Pet Milk,228,Bioline,1.200
231,231,Bioline Goat Milk 200g,A balanced meal designed for cats with milk (200g) helps maintain overall health.,6.500,"[""cat"",""dog""]",food,,g,200,milk,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/231.jpeg,4.2,false,Pet Milk,229,Bioline,5.000
232,232,Verse Laga Pet Milk 400g,A wholesome meal designed for cats with milk (400g) helps maintain overall health.,9.500,"[""cat"",""dog""]",food,,g,400,milk,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/232.png,4.7,false,Pet Milk,230,Versele Laga,7.500
233,233,Beapher Cat Deodoriser Ocean Breeze 400g,A gentle grooming product for cats (400g) supports coat and skin care.,3.500,"[""cat""]",grooming,,g,400,ocean_fish,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/233.png,4.8,false,Deodoriser,231,Beapher,2.800
234,233,Beapher Cat Deodoriser Vanilla & Melon 400g,A premium hygiene solution for cats (400g) keeps pets clean and fresh.,3.500,"[""cat""]",grooming,,g,400,,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/234.jpeg,4.9,false,Deodoriser,232,Beapher,2.800
235,233,Beapher Cat Deodoriser Bloemen Floral 400g,A gentle hygiene solution for cats (400g) keeps pets clean and fresh.,3.500,"[""cat""]",grooming,,g,400,,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/235.jpeg,3.7,false,Deodoriser,233,Beapher,2.800
236,236,Bioline Deodoriser 425g,A gentle grooming product for cats (425g) keeps pets clean and fresh.,3.500,"[""cat""]",grooming,,g,425,,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/236.jpeg,3.9,false,Deodoriser,234,Bioline,2.000
237,237,Bioline Pet Perfume 10ml - 15Pcs/Box,A premium grooming product for cats (10ml) keeps pets clean and fresh.,22.500,"[""cat"",""dog""]",grooming,,ml,10,,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/237.jpeg,4.7,false,Perfumes,235,Bioline,1.300
238,238,Groom Professional Diva 100ml,A premium hygiene solution for cats (100ml) supports coat and skin care.,4.500,"[""cat"",""dog""]",grooming,,ml,100,,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/238.jpeg,4.9,false,Perfumes,236,Groom Professional,3.200
239,238,Groom Professional Duke 100ml,A reliable hygiene solution for cats (100ml) keeps pets clean and fresh.,4.500,"[""cat"",""dog""]",grooming,,ml,100,,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/239.jpeg,4.8,false,Perfumes,237,Groom Professional,3.200
240,238,Groom Professional Fruit Punch 100ml,A premium hygiene solution for cats (100ml) supports coat and skin care.,4.500,"[""cat"",""dog""]",grooming,,ml,100,fruit,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/240.jpeg,3.9,false,Perfumes,238,Groom Professional,3.200
241,238,Groom Professional Lavender 100ml,A gentle hygiene solution for cats (100ml) keeps pets clean and fresh.,4.500,"[""cat"",""dog""]",grooming,,ml,100,,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/241.jpeg,4.7,false,Perfumes,239,Groom Professional,3.200
242,238,Groom Professional Original 100ml,A premium hygiene solution for cats (100ml) supports coat and skin care.,4.500,"[""cat"",""dog""]",grooming,,ml,100,,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/242.jpeg,3.7,false,Perfumes,240,Groom Professional,3.200
243,238,Groom Professional Prince 100ml,A gentle hygiene solution for cats (100ml) supports coat and skin care.,4.500,"[""cat"",""dog""]",grooming,,ml,100,,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/243.jpeg,4.5,false,Perfumes,241,Groom Professional,3.200
244,238,Groom Professional Princess 100ml,A premium grooming product for cats (100ml) supports coat and skin care.,4.500,"[""cat"",""dog""]",grooming,,ml,100,,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/244.jpeg,4.6,false,Perfumes,242,Groom Professional,3.200
245,245,Bioline Deshedding Shampoo 200ml,A gentle hygiene solution for cats (200ml) keeps pets clean and fresh.,2.800,"[""cat""]",grooming,,ml,200,,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/245.jpeg,3.8,false,Shampoo,243,Bioline,1.800
246,245,Bioline Insect Repellant Shampoo 200ml,A reliable hygiene solution for cats (200ml) keeps pets clean and fresh.,2.800,"[""cat""]",grooming,,ml,200,,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/246.jpeg,3.9,false,Shampoo,244,Bioline,1.800
247,245,Bioline Kitten Shampoo 200ml,A gentle grooming product for kittens (200ml) supports coat and skin care.,2.800,"[""cat""]",grooming,kitten,ml,200,,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/247.jpeg,4.4,false,Shampoo,245,Bioline,1.800
248,245,Bioline MultiColoured Hair  Shampoo 200ml,A premium grooming product for cats (200ml) keeps pets clean and fresh.,2.800,"[""cat""]",grooming,,ml,200,,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/248.jpeg,4.5,false,Shampoo,246,Bioline,1.800
249,245,Bioline White Coat Shampoo 200ml,A gentle grooming product for cats (200ml) supports coat and skin care.,2.800,"[""cat""]",grooming,,ml,200,,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/249.jpeg,4.2,false,Shampoo,247,Bioline,1.800
250,245,Bioline Cat Shampoo 250ml,A premium grooming product for cats (250ml) supports coat and skin care.,3.500,"[""cat""]",grooming,,ml,250,,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/250.jpeg,3.6,false,Shampoo,248,Bioline,2.200
251,251,Bioline Glossy Coat Shampoo 250ml,A premium hygiene solution for cats (250ml) keeps pets clean and fresh.,3.500,"[""cat"",""dog""]",grooming,,ml,250,,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/251.jpeg,4.3,false,Shampoo,249,Bioline,2.200
252,245,Bioline Long Hair Shampoo 250ml,A premium grooming product for cats (250ml) keeps pets clean and fresh.,3.500,"[""cat""]",grooming,,ml,250,,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/252.jpeg,3.8,false,Shampoo,250,Bioline,2.200
253,253,Padovan Charmy 7 Shampoo 250ml,A gentle hygiene solution for cats (250ml) keeps pets clean and fresh.,3.000,"[""cat""]",grooming,,ml,250,,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/253.jpeg,4.3,false,Shampoo,251,Padovan,2.000
254,254,Mikki Cat & Kitten Shampoo 250ml,A premium grooming product for kittens (250ml) supports coat and skin care.,3.000,"[""cat""]",grooming,kitten,ml,250,,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/254.png,3.8,false,Shampoo,252,Mikki,2.000
255,255,Beapher Shampoo 250ml,A premium grooming product for cats (250ml) supports coat and skin care.,4.000,"[""cat""]",grooming,,ml,250,,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/255.jpeg,4.7,false,Shampoo,253,Beapher,3.000
256,256,Bioline Dry Clean Shampoo 100g,A gentle grooming product for cats (100g) supports coat and skin care.,3.000,"[""cat"",""dog""]",grooming,,g,100,,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/256.jpeg,4.6,false,Shampoo,254,Bioline,2.000
257,257,Beapher Multi-Vit 20ml,A trusted wellness product for cats (20ml) supports overall wellbeing.,4.000,"[""cat""]",health,,ml,20,,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/257.jpeg,4.8,false,Vitamin,255,Beapher,2.500
258,258,Beapher Top 10 Tablets,An effective wellness product for cats helps maintain good health.,4.500,"[""cat""]",health,,piece,,,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/258.jpeg,3.8,false,Vitamin,256,Beapher,3.000
259,259,Beapher Junior Paste 100g,A trusted wellness product for kittens (100g) helps maintain good health.,3.500,"[""cat""]",health,kitten,g,100,,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/259.png,4.2,false,Vitamin,257,Beapher,2.500
260,259,Beapher Malt Paste 100g,A trusted health solution for cats (100g) supports overall wellbeing.,3.500,"[""cat""]",health,,g,100,,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/260.png,3.5,false,Vitamin,258,Beapher,2.500
261,259,Beapher Multi Vitamin Paste 100g,A gentle health solution for cats (100g) supports overall wellbeing.,3.500,"[""cat""]",health,,g,100,,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/261.png,4.8,false,Vitamin,259,Beapher,2.500
262,262,Energy Kitten Paste 100g,A trusted wellness product for kittens (100g) helps maintain good health.,2.500,"[""cat""]",health,kitten,g,100,,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/262.jpeg,3.8,false,Vitamin,260,Energy,2.000
263,262,Energy Malt Paste 100g,A gentle health solution for cats (100g) supports overall wellbeing.,2.500,"[""cat""]",health,,g,100,,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/263.jpeg,3.7,false,Vitamin,261,Energy,2.000
264,262,Energy Multi Paste 100g,An effective health solution for cats (100g) helps maintain good health.,2.500,"[""cat""]",health,,g,100,,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/264.jpeg,4.0,false,Vitamin,262,Energy,2.000
265,265,Bioline Probiotics 3g*10,A trusted wellness product for cats (3g) helps maintain good health.,3.000,"[""cat"",""dog""]",health,,g,3,,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/265.jpeg,4.1,false,Vitamin,263,Bioline,2.000
266,266,Bioline Calming Spray 120ml,A reliable hygiene solution for cats (120ml) keeps pets clean and fresh.,4.500,"[""cat"",""dog""]",grooming,,ml,120,,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/266.jpeg,4.2,false,Grooming,264,Bioline,2.200
267,267,Bioline Eye Care 50ml,A reliable grooming product for cats (50ml) keeps pets clean and fresh.,2.800,"[""cat"",""dog""]",grooming,,ml,50,,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/267.jpeg,4.1,false,Grooming,265,Bioline,1.700
268,267,Bioline Ear Care 50ml,A premium hygiene solution for cats (50ml) keeps pets clean and fresh.,2.800,"[""cat"",""dog""]",grooming,,ml,50,,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/268.jpeg,4.2,false,Grooming,266,Bioline,1.700
269,267,Bioline TearStain Remover 50ml,A gentle grooming product for cats (50ml) keeps pets clean and fresh.,2.800,"[""cat"",""dog""]",grooming,,ml,50,,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/269.jpeg,3.5,false,Grooming,267,Bioline,1.700
270,267,Bioline Ear Mite 30ml,A reliable hygiene solution for cats (30ml) supports coat and skin care.,3.000,"[""cat"",""dog""]",grooming,,ml,30,,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/270.jpeg,4.4,false,Grooming,268,Bioline,2.000
271,271,Bioline Flea & Tick Spray 175ml,A reliable grooming product for cats (175ml) supports coat and skin care.,3.000,"[""cat""]",grooming,,ml,175,,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/271.jpeg,3.6,false,Grooming,269,Bioline,2.000
272,272,Alpharabhi Iverbird 100ml,A premium hygiene solution for cats (100ml) supports coat and skin care.,2.500,"[""cat"",""dog""]",grooming,,ml,100,,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/272.jpeg,4.5,false,Grooming,270,Alpharabhi,1.500
273,273,Bioline Keep Off Spray 175ml,A gentle grooming product for cats (175ml) supports coat and skin care.,3.500,"[""cat""]",grooming,,ml,175,,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/273.jpeg,4.0,false,Grooming,271,Bioline,2.200
274,274,Bioline Paw Care Spray 50ml,A reliable grooming product for cats (50ml) supports coat and skin care.,2.500,"[""cat""]",grooming,,ml,50,,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/274.jpeg,4.2,false,Grooming,272,Bioline,1.700
275,275,Bioline Pet Roller,A reliable hygiene solution for cats keeps pets clean and fresh.,2.500,"[""cat"",""dog""]",grooming,,piece,,,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/275.jpeg,4.6,false,Grooming,273,Bioline,1.400
276,276,14455-3,An essential accessory designed for cats easy to use and maintain.,4.500,"[""cat"",""dog""]",accessories,,,,,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/276.jpeg,3.8,false,Carry Cage,274,Black Horse,3.200
277,276,14455-4,A practical daily-use item for cats ideal for everyday needs.,4.500,"[""cat"",""dog""]",accessories,,,,,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/277.jpeg,3.9,false,Carry Cage,275,Black Horse,3.000
